List_Number,Name,Category,Type,MW,Density,Temperature,Refractive_Index,Melting_Point,Pressure,Boiling_Point,Dielectric_Constant
722,1-Chloronaphthalene,alkene,None,162.62,1.1938,20,1.6332,-2.3,0,259.3,5.04
723,Trichloroacetic Acid,acid,None,163.39,1.6218,64,1.4603,5.8,760,197.6,0
724,2-Chloroquinoline,other,None,163.6,1.2464,25,1.6259,37.5,751,275,0
725,Dichlorobromomethane,alkane,None,163.85,1.98,20,1.4964,0,742,89.5,0
726,"4-Phenyl-1,3-Dioxane",alkane,None,164.19,1.1038,20,1.5306,0,0,245,0
727,Eugenol,alcohol,None,164.2,1.0664,20,1.541,9.2,760,255,0
728,Propyl Benzoate,ester,None,164.21,1.0232,20,1.5003,-51.6,0,231.2,0
729,Benzyl Butyl Ether,ether,None,164.25,0.9407,20,1.497,15,744,220.5,0
730,Nitrotrichloromethane,alkane,None,164.38,1.6566,20,1.4622,-64.5,760,111.8,0
731,1-Bromohexane,alkane,None,165.08,1.1763,20,1.4478,-85,0,154,0
732,2-Bromohexane,alkane,None,165.08,1.1658,20,1.4432,0,0,144,0
733,3-Bromohexane,alkane,None,165.08,1.1799,20,1.4486,0,744,144,0
734,Tetrachloroethylene,alkene,None,165.83,1.6311,15,1.5076,-22.3,0,121.2,2.3
735,Bicyclohexyl,other,None,166.31,0.8862,20,1.48,3.6,0,239,0
736,2-Bromoethylacetate,ester,None,167.02,1.514,20,1.4547,-13.8,0,162.5,0
737,"1,1,2,2 -Tetrachloro Ethane",alkane,None,167.85,1.5786,30,1.4868,-43.8,0,146.2,8.2
738,"1,1,1,2 -Tetrachloro Ethane",alkane,None,167.86,1.5532,0,1.4821,-68.1,0,129.5,0
739,3-Iodopropene,alkene,None,167.99,1.8454,22,1.554,-99.3,0,102.5,0
740,o-Phenyl Toluene,aromatic,None,168.23,1.01,0,1.6824,45,0,262.5,0
741,2-Benzyl Pyridine,other,None,169.23,1.067,20,1.5785,12,742,276,0
742,1-Iodopropane,alkane,None,170,1.7394,25,1.5028,-101.3,0,102.4,7
743,2-Iodopropane,alkane,None,170,1.6946,25,1.4961,-90,0,89.5,8.19
744,1-Acetonaphthane,alkane,None,170.21,1.1336,20,1.628,12,0,297,0
745,Diphenyl Ether,ether,None,170.21,1.0661,30,1.5763,26.9,0,258.3,3.69
746,Dodecane,alkane,linar,170.34,0.7487,20,1.4216,-9.6,0,216.3,2.01
747,Benzyl Chloroformate,ester,None,170.6,1.195,25,1.516,0,0,0,0
748,o-Bromotoluene,aromatic,None,171.04,1.4019,20,1.551,-39.8,0,183.7,5.36
749,p-Bromotoluene,aromatic,None,171.04,1.3898,20,1.549,28.5,0,184.5,5.49
750,"2,2'-Dichloro Diisopropyl Ether",ether,None,171.07,1.103,20,1.4505,0,0,187,0
751,Diethyl Maleate,ester,None,172.18,1.0687,20,1.44,-8.8,0,225.3,8.58
752,1-Ethoxy Naphthalene,alkene,None,172.23,1.06,20,1.5953,5.5,0,280.5,0
753,Heptyl Propionate,ester,None,172.26,0.8679,20,0,-50.9,0,209,0
754,2-Ethylhexyl Acetate,ester,None,172.27,0.8718,20,1.4204,-93,0,198.6,0
755,Undecyl Alcohol,alcohol,None,172.3,0.8298,0,1.4392,19,760,243,0
